CODMES;CLIENTE;CLIENTE;NUMBANCOS;EDAD;BCOTCMAX;GENERO
201912;21391;DEPENDIENTE;2;42;IBK;F
201912;21392;INFORMAL;1;40;BBVA;M
201912;21393;DEPENDIENTE;1;33;FALABELLA;M
201912;21394;DEPENDIENTE;1;40;SCOTIA;F
201912;21395;INFORMAL;3;53;FALABELLA;M
201912;21396;INFORMAL;1;31;BBVA;F
201912;21397;INFORMAL;2;24;IBK;M
201912;21398;INFORMAL;1;45;IBK;F
201912;21399;DEPENDIENTE;2;35;BCP;M
201912;21400;PROFESIONAL INDEPENDIENTE;2;64;BCP;M
201912;21401;INFORMAL;3;52;BCP;M
201912;21402;DEPENDIENTE;4;41;BIF;M
201912;21403;INFORMAL;2;56;CENCOSUD;F
201912;21404;INFORMAL;1;22;CENCOSUD;F
201912;21405;PROFESIONAL INDEPENDIENTE;1;26;BCP;M
201912;21406;INFORMAL;1;25;IBK;M
201912;21407;INFORMAL;1;58;IBK;F
201912;21408;INFORMAL;2;60;RIPLEY;F
201912;21409;PROFESIONAL INDEPENDIENTE;1;29;CENCOSUD;M
201912;21410;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;31;IBK;M
201912;21411;DEPENDIENTE;2;38;BCP;F
201912;21412;DEPENDIENTE;3;27;CENCOSUD;M
201912;21413;DEPENDIENTE;3;26;BCP;M
201912;21414;INFORMAL;1;46;RIPLEY;F
201912;21415;DEPENDIENTE;1;28;IBK;M
201912;21416;INFORMAL;1;23;IBK;M
201912;21417;INFORMAL;3;69;SCOTIA;F
201912;21418;INFORMAL;2;53;CREDISCOTIA;F
201912;21419;PROFESIONAL INDEPENDIENTE;1;24;FALABELLA;F
201912;21420;INFORMAL;1;22;IBK;F
201912;21421;INFORMAL;1;67;CREDISCOTIA;F
201912;21422;PROFESIONAL INDEPENDIENTE;1;33;IBK;F
201912;21423;INFORMAL;1;44;IBK;M
201912;21424;DEPENDIENTE;1;43;IBK;F
201912;21425;DEPENDIENTE;2;33;IBK;F
201912;21426;DEPENDIENTE;1;22;BCP;F
201912;21427;INFORMAL;1;37;IBK;M
201912;21428;DEPENDIENTE;2;44;IBK;F
201912;21429;INFORMAL;4;53;CREDISCOTIA;F
201912;21430;INFORMAL;3;36;CENCOSUD;M
201912;21431;INFORMAL;1;44;BCP;M
201912;21432;PROFESIONAL INDEPENDIENTE;2;37;RIPLEY;M
201912;21433;PROFESIONAL INDEPENDIENTE;1;27;FALABELLA;M
201912;21434;DEPENDIENTE;3;43;CREDISCOTIA;M
201912;21435;INFORMAL;1;24;IBK;M
201912;21436;DEPENDIENTE;2;24;IBK;F
201912;21437;INFORMAL;1;51;IBK;F
201912;21438;DEPENDIENTE;3;31;BCP;M
201912;21439;INFORMAL;2;36;IBK;M
201912;21440;DEPENDIENTE;2;33;FALABELLA;M
201912;21441;INFORMAL;1;29;FINANC_UNO;F
201912;21442;DEPENDIENTE;1;34;IBK;F
201912;21443;INFORMAL;1;26;IBK;F
201912;21444;DEPENDIENTE;1;32;FALABELLA;F
201912;21445;DEPENDIENTE;1;56;CENCOSUD;M
201912;21446;INFORMAL;4;34;BCP;M
201912;21447;INFORMAL;1;30;IBK;M
201912;21448;INFORMAL;2;55;BBVA;F
201912;21449;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;65;FINANC_UNO;F
201912;21450;DEPENDIENTE;1;22;IBK;F
201912;21451;INFORMAL;3;31;SCOTIA;M
201912;21452;PROFESIONAL INDEPENDIENTE;1;42;CENCOSUD;M
201912;21453;DEPENDIENTE;3;41;FALABELLA;M
201912;21454;DEPENDIENTE;1;48;IBK;F
201912;21455;INFORMAL;2;41;CREDISCOTIA;M
201912;21456;DEPENDIENTE;3;24;CENCOSUD;F
201912;21457;INFORMAL;3;64;CENCOSUD;F
201912;21458;PROFESIONAL INDEPENDIENTE;1;24;IBK;F
201912;21459;INFORMAL;1;27;BCP;F
201912;21460;DEPENDIENTE;2;38;SCOTIA;F
201912;21461;DEPENDIENTE;2;25;BBVA;F
201912;21462;DEPENDIENTE;3;39;FALABELLA;F
201912;21463;INFORMAL;1;29;IBK;M
201912;21464;INFORMAL;1;22;SCOTIA;F
201912;21465;INFORMAL;3;23;BCP;F
201912;21466;INFORMAL;4;53;SCOTIA;F
201912;21467;INFORMAL;1;22;IBK;F
201912;21468;PROFESIONAL INDEPENDIENTE;1;28;BBVA;M
201912;21469;DEPENDIENTE;3;33;CREDISCOTIA;M
201912;21470;DEPENDIENTE;1;38;IBK;M
201912;21471;DEPENDIENTE;1;21;IBK;M
201912;21472;DEPENDIENTE;1;28;BCP;F
201912;21473;PROFESIONAL INDEPENDIENTE;3;46;FALABELLA;F
201912;21474;DEPENDIENTE;1;27;IBK;M
201912;21475;DEPENDIENTE;1;26;BBVA;F
201912;21476;DEPENDIENTE;1;36;IBK;M
201912;21477;DEPENDIENTE;3;43;FALABELLA;F
201912;21478;INFORMAL;2;45;IBK;F
201912;21479;INFORMAL;3;32;FINANC_UNO;F
201912;21480;INFORMAL;3;33;RIPLEY;F
201912;21481;DEPENDIENTE;2;31;FALABELLA;M
201912;21482;DEPENDIENTE;1;25;FALABELLA;F
201912;21483;INFORMAL;1;25;IBK;M
201912;21484;INFORMAL;2;23;FALABELLA;F
201912;21485;DEPENDIENTE;2;27;FALABELLA;M
201912;21486;DEPENDIENTE;2;31;BBVA;F
201912;21487;INFORMAL;3;28;FALABELLA;M
201912;21488;INFORMAL;1;50;IBK;F
201912;21489;INFORMAL;2;33;SCOTIA;F
201912;21490;PROFESIONAL INDEPENDIENTE;2;36;BCP;M
201912;21491;INFORMAL;1;37;IBK;F
201912;21492;INFORMAL;1;39;IBK;F
201912;21493;DEPENDIENTE;1;35;FINANC_UNO;M
201912;21494;DEPENDIENTE;1;29;FINANC_UNO;M
201912;21495;INFORMAL;1;50;IBK;M
201912;21496;DEPENDIENTE;1;38;IBK;M
201912;21497;PROFESIONAL INDEPENDIENTE;2;42;FALABELLA;F
201912;21498;INFORMAL;4;53;RIPLEY;F
201912;21499;INFORMAL;2;49;CREDISCOTIA;M
201912;21500;DEPENDIENTE;2;42;CENCOSUD;F
201912;21501;DEPENDIENTE;3;31;CREDISCOTIA;F
201912;21502;DEPENDIENTE;4;46;FALABELLA;M
201912;21503;INFORMAL;4;37;IBK;F
201912;21504;DEPENDIENTE;1;23;IBK;F
201912;21505;INFORMAL;2;28;FALABELLA;M
201912;21506;PROFESIONAL INDEPENDIENTE;1;24;FALABELLA;F
201912;21507;DEPENDIENTE;1;43;FINANC_UNO;M
201912;21508;DEPENDIENTE;2;44;FALABELLA;F
201912;21509;INFORMAL;1;34;IBK;F
201912;21510;INFORMAL;3;30;BCP;F
201912;21511;PROFESIONAL INDEPENDIENTE;1;43;SCOTIA;M
201912;21512;DEPENDIENTE;1;25;IBK;M
201912;21513;INFORMAL;1;26;IBK;M
201912;21514;DEPENDIENTE;1;25;IBK;F
201912;21515;PROFESIONAL INDEPENDIENTE;1;51;BBVA;F
201912;21516;INFORMAL;2;53;FINANC_UNO;M
201912;21517;DEPENDIENTE;2;36;FALABELLA;F
201912;21518;DEPENDIENTE;2;45;BCP;M
201912;21519;INFORMAL;1;37;CREDISCOTIA;M
201912;21520;INFORMAL;1;24;IBK;F
201912;21521;INFORMAL;2;21;IBK;F
201912;21522;DEPENDIENTE;1;23;FALABELLA;F
201912;21523;DEPENDIENTE;2;31;FALABELLA;M
201912;21524;INFORMAL;2;29;FALABELLA;M
201912;21525;PROFESIONAL INDEPENDIENTE;1;27;IBK;F
201912;21526;DEPENDIENTE;2;39;CENCOSUD;M
201912;21527;PROFESIONAL INDEPENDIENTE;1;21;BCP;F
201912;21528;DEPENDIENTE;1;21;IBK;F
201912;21529;INFORMAL;1;45;BBVA;M
201912;21530;INFORMAL;3;57;BCP;M
201912;21531;DEPENDIENTE;2;28;CENCOSUD;F
201912;21532;DEPENDIENTE;2;25;BCP;F
201912;21533;DEPENDIENTE;1;50;IBK;F
201912;21534;INFORMAL;3;60;CREDISCOTIA;F
201912;21535;DEPENDIENTE;4;35;BCP;F
201912;21536;INFORMAL;1;45;IBK;F
201912;21537;DEPENDIENTE;2;23;BCP;M
201912;21538;INFORMAL;1;44;IBK;M
201912;21539;PROFESIONAL INDEPENDIENTE;3;34;FINANC_UNO;M
201912;21540;DEPENDIENTE;4;48;BCP;F
201912;21541;PROFESIONAL INDEPENDIENTE;1;24;IBK;M
201912;21542;DEPENDIENTE;2;24;FALABELLA;M
201912;21543;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;55;FINANC_UNO;F
201912;21544;DEPENDIENTE;2;29;BCP;F
201912;21545;INFORMAL;3;30;BCP;M
201912;21546;INFORMAL;1;24;IBK;F
201912;21547;INFORMAL;2;30;IBK;M
201912;21548;INFORMAL;1;40;CENCOSUD;F
201912;21549;DEPENDIENTE;1;35;FALABELLA;M
201912;21550;DEPENDIENTE;1;42;IBK;M
201912;21551;INFORMAL;1;69;IBK;M
201912;21552;DEPENDIENTE;1;42;SCOTIA;M
201912;21553;INFORMAL;1;28;IBK;F
201912;21554;INFORMAL;2;55;FALABELLA;F
201912;21555;DEPENDIENTE;2;26;CREDISCOTIA;M
201912;21556;INFORMAL;1;40;IBK;F
201912;21557;DEPENDIENTE;1;50;FALABELLA;F
201912;21558;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;25;BIF;F
201912;21559;DEPENDIENTE;2;32;BCP;M
201912;21560;DEPENDIENTE;1;28;FINANC_UNO;M
201912;21561;DEPENDIENTE;1;29;BCP;F
201912;21562;PROFESIONAL INDEPENDIENTE;4;33;FALABELLA;F
201912;21563;INFORMAL;3;41;FINANC_UNO;F
201912;21564;INFORMAL;1;57;IBK;M
201912;21565;DEPENDIENTE;1;42;IBK;M
201912;21566;PROFESIONAL INDEPENDIENTE;2;38;FINANC_UNO;F
201912;21567;INFORMAL;2;41;IBK;M
201912;21568;INFORMAL;4;27;FALABELLA;F
201912;21569;INFORMAL;1;27;IBK;F
201912;21570;PROFESIONAL INDEPENDIENTE;1;24;IBK;M
201912;21571;DEPENDIENTE;1;21;IBK;M
201912;21572;INFORMAL;1;22;BCP;F
201912;21573;DEPENDIENTE;1;29;RIPLEY;F
201912;21574;INFORMAL;3;52;FALABELLA;F
201912;21575;DEPENDIENTE;2;31;BBVA;M
201912;21576;INFORMAL;4;28;FALABELLA;F
201912;21577;DEPENDIENTE;3;25;FALABELLA;M
201912;21578;DEPENDIENTE;3;35;FINANC_UNO;F
201912;21579;INFORMAL;1;27;IBK;M
201912;21580;DEPENDIENTE;1;27;FALABELLA;F
201912;21581;INFORMAL;2;25;BCP;M
201912;21582;INFORMAL;4;57;FALABELLA;F
201912;21583;INFORMAL;1;25;IBK;M
201912;21584;DEPENDIENTE;1;27;IBK;F
201912;21585;INFORMAL;3;52;FINANC_UNO;F
201912;21586;PROFESIONAL INDEPENDIENTE;3;32;FINANC_UNO;M
201912;21587;PROFESIONAL INDEPENDIENTE;4;27;BIF;F
201912;21588;DEPENDIENTE;1;58;CENCOSUD;F
201912;21589;DEPENDIENTE;1;29;IBK;F
201912;21590;DEPENDIENTE;2;31;BBVA;F
201912;21591;PROFESIONAL INDEPENDIENTE;1;27;FALABELLA;M
201912;21592;INFORMAL;1;22;BCP;M
201912;21593;DEPENDIENTE;2;36;IBK;F
201912;21594;PROFESIONAL INDEPENDIENTE;1;30;IBK;M
201912;21595;INFORMAL;4;51;CENCOSUD;M
201912;21596;INFORMAL;3;41;IBK;M
201912;21597;INFORMAL;1;24;IBK;M
201912;21598;INFORMAL;1;49;IBK;F
201912;21599;PROFESIONAL INDEPENDIENTE;1;26;BCP;F
201912;21600;INFORMAL;1;43;IBK;F
201912;21601;INFORMAL;1;27;FALABELLA;F
201912;21602;DEPENDIENTE;2;22;BCP;F
201912;21603;INFORMAL;1;23;IBK;M
201912;21604;NO LABORA;4;32;BCP;M
201912;21605;DEPENDIENTE;1;40;FALABELLA;M
201912;21606;INFORMAL;1;60;BCP;M
201912;21607;INFORMAL;1;40;IBK;M
201912;21608;INFORMAL;3;52;IBK;M
201912;21609;PROFESIONAL INDEPENDIENTE;1;46;IBK;M
201912;21610;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;53;IBK;M
201912;21611;PROFESIONAL INDEPENDIENTE;1;45;IBK;M
201912;21612;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;38;SCOTIA;M
201912;21613;PROFESIONAL INDEPENDIENTE;1;24;FINANCIERO;M
201912;21614;PROFESIONAL INDEPENDIENTE;1;41;IBK;F
201912;21615;INFORMAL;2;27;FALABELLA;F
201912;21616;INFORMAL;1;29;IBK;M
201912;21617;INFORMAL;1;66;IBK;F
201912;21618;DEPENDIENTE;2;30;BCP;M
201912;21619;INFORMAL;2;27;FINANC_UNO;F
201912;21620;PROFESIONAL INDEPENDIENTE;1;24;FALABELLA;M
201912;21621;PROFESIONAL INDEPENDIENTE;1;34;IBK;M
201912;21622;INFORMAL;1;57;IBK;F
201912;21623;DEPENDIENTE;2;29;FALABELLA;M
201912;21624;DEPENDIENTE;2;33;FINANC_UNO;F
201912;21625;INFORMAL;1;31;BCP;M
201912;21626;INFORMAL;1;54;IBK;M
201912;21627;DEPENDIENTE;1;35;IBK;F
201912;21628;DEPENDIENTE;1;47;FALABELLA;M
201912;21629;DEPENDIENTE;3;49;SCOTIA;M
201912;21630;INFORMAL;3;62;BCP;F
201912;21631;DEPENDIENTE;1;39;FINANC_UNO;F
201912;21632;DEPENDIENTE;4;24;IBK;F
201912;21633;INFORMAL;2;38;IBK;F
201912;21634;INFORMAL;1;29;CENCOSUD;F
201912;21635;INFORMAL;2;38;IBK;F
201912;21636;INFORMAL;1;43;IBK;F
201912;21637;DEPENDIENTE;1;23;IBK;F
201912;21638;INFORMAL;1;29;IBK;M
201912;21639;INFORMAL;4;43;FINANC_UNO;F
201912;21640;DEPENDIENTE;1;34;IBK;M
201912;21641;INFORMAL;1;22;IBK;F
201912;21642;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;23;FINANC_UNO;M
201912;21643;INFORMAL;2;49;IBK;M
201912;21644;DEPENDIENTE;1;36;BBVA;M
201912;21645;PROFESIONAL INDEPENDIENTE;2;33;IBK;M
201912;21646;JUBILADO;1;70;IBK;F
201912;21647;INFORMAL;1;28;IBK;F
201912;21648;DEPENDIENTE;2;34;FALABELLA;M
201912;21649;INFORMAL;3;33;CREDISCOTIA;M
201912;21650;INFORMAL;1;36;IBK;F
201912;21651;DEPENDIENTE;1;44;IBK;M
201912;21652;INFORMAL;1;23;IBK;F
201912;21653;DEPENDIENTE;4;59;FALABELLA;F
201912;21654;INFORMAL;1;24;IBK;F
201912;21655;DEPENDIENTE;3;29;BBVA;M
201912;21656;INFORMAL;1;48;IBK;F
201912;21657;DEPENDIENTE;3;33;SCOTIA;M
201912;21658;PROFESIONAL INDEPENDIENTE;4;22;CENCOSUD;M
201912;21659;INFORMAL;4;48;RIPLEY;F
201912;21660;INFORMAL;2;27;BCP;F
201912;21661;INFORMAL;3;52;BBVA;F
201912;21662;INFORMAL;1;24;BCP;M
201912;21663;PROFESIONAL INDEPENDIENTE;3;42;BCP;F
201912;21664;DEPENDIENTE;1;23;IBK;M
201912;21665;INFORMAL;1;24;BCP;M
201912;21666;PROFESIONAL INDEPENDIENTE;1;33;CENCOSUD;M
201912;21667;PROFESIONAL INDEPENDIENTE;4;34;BCP;F
201912;21668;DEPENDIENTE;2;63;IBK;M
201912;21669;INFORMAL;1;49;FINANC_UNO;F
201912;21670;INFORMAL;1;23;IBK;F
201912;21671;DEPENDIENTE;2;44;FALABELLA;M
201912;21672;INFORMAL;3;52;CREDISCOTIA;M
201912;21673;DEPENDIENTE;3;55;BCP;M
201912;21674;PROFESIONAL INDEPENDIENTE;3;58;FALABELLA;F
201912;21675;INFORMAL;2;45;SCOTIA;F
201912;21676;DEPENDIENTE;1;39;IBK;M
201912;21677;PROFESIONAL INDEPENDIENTE;2;37;BBVA;M
201912;21678;INFORMAL;3;24;FINANC_UNO;M
201912;21679;INFORMAL;5;43;BCP;F
201912;21680;PROFESIONAL INDEPENDIENTE;3;32;FINANC_UNO;F
201912;21681;INFORMAL;2;51;CREDISCOTIA;F
201912;21682;PROFESIONAL INDEPENDIENTE;4;30;FINANC_UNO;M
201912;21683;INFORMAL;1;30;IBK;M
201912;21684;DEPENDIENTE;1;23;FALABELLA;F
201912;21685;DEPENDIENTE;1;25;FALABELLA;F
201912;21686;INFORMAL;1;23;IBK;F
201912;21687;INFORMAL;2;24;FALABELLA;M
201912;21688;PROFESIONAL INDEPENDIENTE;1;22;IBK;F
201912;21689;INFORMAL;2;53;CREDISCOTIA;M
201912;21690;INFORMAL;3;37;FINANC_UNO;M
201912;21691;PROFESIONAL INDEPENDIENTE;1;28;IBK;F
201912;21692;DEPENDIENTE;1;51;IBK;M
201912;21693;INFORMAL;2;57;CREDISCOTIA;F
201912;21694;DEPENDIENTE;1;48;FALABELLA;M
201912;21695;DEPENDIENTE;1;28;BCP;M
201912;21696;DEPENDIENTE;3;63;BBVA;M
201912;21697;INFORMAL;2;25;FINANC_UNO;F
201912;21698;INFORMAL;1;54;IBK;F
201912;21699;INFORMAL;1;42;IBK;M
201912;21700;PROFESIONAL INDEPENDIENTE;2;30;FALABELLA;F
201912;21701;INFORMAL;1;37;IBK;M
201912;21702;DEPENDIENTE;2;23;FINANC_UNO;M
201912;21703;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;41;FINANCIERO;M
201912;21704;INFORMAL;2;45;CREDISCOTIA;F
201912;21705;PROFESIONAL INDEPENDIENTE;2;36;FALABELLA;M
201912;21706;PROFESIONAL INDEPENDIENTE;2;29;CENCOSUD;M
201912;21707;INFORMAL;1;27;FINANC_UNO;F
201912;21708;PROFESIONAL INDEPENDIENTE;3;47;BIF;F
201912;21709;DEPENDIENTE;3;59;FINANC_UNO;F
201912;21710;DEPENDIENTE;1;31;IBK;F
201912;21711;DEPENDIENTE;4;57;BBVA;M
201912;21712;DEPENDIENTE;2;54;BBVA;M
201912;21713;INFORMAL;3;25;FINANC_UNO;M
201912;21714;DEPENDIENTE;2;38;IBK;M
201912;21715;DEPENDIENTE;1;28;FALABELLA;M
201912;21716;INFORMAL;2;51;SCOTIA;F
201912;21717;INFORMAL;1;25;IBK;F
201912;21718;DEPENDIENTE;1;23;FALABELLA;M
201912;21719;DEPENDIENTE;2;27;FINANC_UNO;M
201912;21720;PROFESIONAL INDEPENDIENTE;3;29;FINANC_UNO;F
201912;21721;INFORMAL;1;40;IBK;M
201912;21722;DEPENDIENTE;1;45;FINANCIERO;M
201912;21723;INFORMAL;1;57;IBK;M
201912;21724;DEPENDIENTE;1;38;FALABELLA;M
201912;21725;DEPENDIENTE;3;42;FINANCIERO;F
201912;21726;INFORMAL;3;29;FINANC_UNO;M
201912;21727;INFORMAL;2;27;FALABELLA;F
201912;21728;INFORMAL;1;46;FALABELLA;M
201912;21729;INFORMAL;1;50;IBK;F
201912;21730;INFORMAL;3;24;RIPLEY;F
201912;21731;INFORMAL;4;46;CREDISCOTIA;M
201912;21732;DEPENDIENTE;2;57;IBK;M
201912;21733;PROFESIONAL INDEPENDIENTE;4;33;CENCOSUD;M
201912;21734;DEPENDIENTE;4;27;FINANC_UNO;F
201912;21735;INFORMAL;1;29;IBK;F
201912;21736;PROFESIONAL INDEPENDIENTE;1;24;BBVA;M
201912;21737;INFORMAL;4;64;FINANC_UNO;F
201912;21738;DEPENDIENTE;1;38;IBK;F
201912;21739;DEPENDIENTE;4;40;BCP;F
201912;21740;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;27;IBK;M
201912;21741;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;51;BCP;M
201912;21742;DEPENDIENTE;1;33;BCP;M
201912;21743;INFORMAL;2;23;CENCOSUD;M
201912;21744;NO LABORA;1;24;IBK;M
201912;21745;INFORMAL;1;53;IBK;M
201912;21746;DEPENDIENTE;1;36;IBK;M
201912;21747;INFORMAL;1;63;FINANCIERO;F
201912;21748;DEPENDIENTE;4;46;CENCOSUD;M
201912;21749;DEPENDIENTE;3;42;FALABELLA;M
201912;21750;DEPENDIENTE;1;37;FINANC_UNO;F
201912;21751;DEPENDIENTE;1;52;BCP;M
201912;21752;INFORMAL;1;41;IBK;M
201912;21753;DEPENDIENTE;3;39;SCOTIA;M
201912;21754;PROFESIONAL INDEPENDIENTE;1;38;IBK;F
201912;21755;INFORMAL;1;24;IBK;F
201912;21756;INFORMAL;2;42;FINANC_UNO;F
201912;21757;PROFESIONAL INDEPENDIENTE;2;25;BCP;F
201912;21758;DEPENDIENTE;1;26;BCP;M
201912;21759;INFORMAL;3;24;FINANC_UNO;F
201912;21760;DEPENDIENTE;3;29;FALABELLA;F
201912;21761;DEPENDIENTE;2;31;BCP;M
201912;21762;INFORMAL;2;47;FINANC_UNO;F
201912;21763;INFORMAL;1;49;IBK;F
201912;21764;INFORMAL;1;25;BCP;M
201912;21765;PROFESIONAL INDEPENDIENTE;1;23;IBK;M
201912;21766;DEPENDIENTE;1;22;IBK;M
201912;21767;INFORMAL;2;45;BCP;M
201912;21768;PROFESIONAL INDEPENDIENTE;2;35;BBVA;M
201912;21769;PROFESIONAL INDEPENDIENTE;2;57;IBK;M
201912;21770;INFORMAL;2;31;IBK;M
201912;21771;INFORMAL;1;42;IBK;M
201912;21772;DEPENDIENTE;1;31;IBK;M
201912;21773;DEPENDIENTE;3;26;CENCOSUD;M
201912;21774;INFORMAL;1;59;IBK;M
201912;21775;MICROEMPRESARIO FORMAL - INDEPENDIENTE;1;37;IBK;M
201912;21776;DEPENDIENTE;2;38;BCP;F
201912;21777;PROFESIONAL INDEPENDIENTE;1;37;RIPLEY;F
201912;21778;INFORMAL;3;26;FALABELLA;M
201912;21779;DEPENDIENTE;3;31;BBVA;M
201912;21780;INFORMAL;2;51;CENCOSUD;F
201912;21781;PROFESIONAL INDEPENDIENTE;3;26;BCP;M
201912;21782;DEPENDIENTE;1;42;BIF;F
201912;21783;DEPENDIENTE;1;46;IBK;F
201912;21784;DEPENDIENTE;2;56;FALABELLA;F
201912;21785;PROFESIONAL INDEPENDIENTE;2;28;FINANC_UNO;F
201912;21786;DEPENDIENTE;1;23;IBK;F
201912;21787;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;33;FINANC_UNO;F
201912;21788;DEPENDIENTE;1;59;IBK;M
201912;21789;DEPENDIENTE;4;39;FALABELLA;M
201912;21790;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;49;SCOTIA;F
201912;21791;DEPENDIENTE;1;38;IBK;F
201912;21792;DEPENDIENTE;2;54;FALABELLA;F
201912;21793;INFORMAL;2;35;SCOTIA;F
201912;21794;INFORMAL;1;60;IBK;F
201912;21795;PROFESIONAL INDEPENDIENTE;4;30;FALABELLA;F
201912;21796;DEPENDIENTE;1;25;BBVA;M
201912;21797;DEPENDIENTE;1;27;CENCOSUD;F
201912;21798;DEPENDIENTE;3;56;IBK;F
201912;21799;INFORMAL;1;46;IBK;M
201912;21800;INFORMAL;1;31;IBK;F
201912;21801;DEPENDIENTE;1;36;IBK;F
201912;21802;JUBILADO;2;69;SCOTIA;F
201912;21803;DEPENDIENTE;1;28;IBK;F
201912;21804;DEPENDIENTE;1;50;IBK;M
201912;21805;DEPENDIENTE;2;31;BCP;F
201912;21806;INFORMAL;2;26;BCP;M
201912;21807;INFORMAL;1;34;BCP;F
201912;21808;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;36;FINANC_UNO;M
201912;21809;INFORMAL;1;48;IBK;F
201912;21810;PROFESIONAL INDEPENDIENTE;3;28;FINANC_UNO;M
201912;21811;DEPENDIENTE;1;43;IBK;M
201912;21812;DEPENDIENTE;2;32;BCP;M
201912;21813;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;35;IBK;F
201912;21814;INFORMAL;1;37;IBK;F
201912;21815;DEPENDIENTE;1;25;AZTECA;M
201912;21816;INFORMAL;1;65;IBK;F
201912;21817;INFORMAL;1;47;IBK;M
201912;21818;MICROEMPRESARIO FORMAL - INDEPENDIENTE;4;40;CREDISCOTIA;M
201912;21819;DEPENDIENTE;2;36;FALABELLA;M
201912;21820;INFORMAL;1;65;IBK;M
201912;21821;INFORMAL;3;63;RIPLEY;F
201912;21822;PROFESIONAL INDEPENDIENTE;3;43;FALABELLA;F
201912;21823;INFORMAL;3;41;SCOTIA;F
201912;21824;INFORMAL;1;35;IBK;M
201912;21825;INFORMAL;3;30;FINANC_UNO;F
201912;21826;DEPENDIENTE;2;24;FALABELLA;M
201912;21827;DEPENDIENTE;3;26;CENCOSUD;M
201912;21828;DEPENDIENTE;2;29;FALABELLA;M
201912;21829;INFORMAL;1;47;IBK;F
201912;21830;INFORMAL;1;29;IBK;F
201912;21831;INFORMAL;2;35;BBVA;M
201912;21832;INFORMAL;3;30;BCP;F
201912;21833;DEPENDIENTE;1;24;IBK;F
201912;21834;INFORMAL;3;67;CENCOSUD;M
201912;21835;PROFESIONAL INDEPENDIENTE;1;27;IBK;F
201912;21836;INFORMAL;1;60;IBK;M
201912;21837;PROFESIONAL INDEPENDIENTE;5;29;FINANC_UNO;F
201912;21838;PROFESIONAL INDEPENDIENTE;3;58;IBK;M
201912;21839;INFORMAL;1;26;FALABELLA;M
201912;21840;DEPENDIENTE;1;48;IBK;M
201912;21841;DEPENDIENTE;1;52;IBK;F
201912;21842;PROFESIONAL INDEPENDIENTE;4;47;BCP;F
201912;21843;DEPENDIENTE;1;36;IBK;F
201912;21844;INFORMAL;2;28;IBK;M
201912;21845;PROFESIONAL INDEPENDIENTE;1;25;BBVA;M
201912;21846;DEPENDIENTE;1;42;IBK;M
201912;21847;DEPENDIENTE;1;36;IBK;F
201912;21848;MICROEMPRESARIO FORMAL - INDEPENDIENTE;2;27;BCP;M
201912;21849;INFORMAL;1;25;IBK;M
201912;21850;JUBILADO;4;64;RIPLEY;M
201912;21851;INFORMAL;3;26;BCP;M
201912;21852;DEPENDIENTE;1;25;FINANCIERO;F
201912;21853;INFORMAL;1;66;IBK;F
201912;21854;INFORMAL;3;67;RIPLEY;F
201912;21855;INFORMAL;1;43;IBK;F
201912;21856;DEPENDIENTE;1;28;FINANC_UNO;F
201912;21857;DEPENDIENTE;1;42;IBK;F
201912;21858;INFORMAL;2;35;FALABELLA;M
201912;21859;INFORMAL;1;45;FALABELLA;F
201912;21860;INFORMAL;1;22;IBK;M
201912;21861;INFORMAL;1;23;IBK;M
201912;21862;DEPENDIENTE;2;29;FINANC_UNO;M
201912;21863;DEPENDIENTE;3;29;FINANCIERO;F
201912;21864;INFORMAL;1;31;IBK;F
201912;21865;PROFESIONAL INDEPENDIENTE;1;26;IBK;M
201912;21866;MICROEMPRESARIO FORMAL - INDEPENDIENTE;3;34;FALABELLA;F
201912;21867;INFORMAL;2;23;FINANC_UNO;F
201912;21868;INFORMAL;1;45;IBK;M
201912;21869;DEPENDIENTE;3;56;BBVA;F
201912;21870;DEPENDIENTE;1;30;BCP;F
201912;21871;DEPENDIENTE;1;31;IBK;M
201912;21872;DEPENDIENTE;1;29;IBK;F
201912;21873;DEPENDIENTE;3;57;FINANC_UNO;F
201912;21874;DEPENDIENTE;2;32;RIPLEY;M
201912;21875;INFORMAL;3;28;BCP;M
201912;21876;DEPENDIENTE;1;30;BBVA;M
201912;21877;PROFESIONAL INDEPENDIENTE;2;42;CENCOSUD;F
201912;21878;INFORMAL;1;43;IBK;F
201912;21879;INFORMAL;1;23;IBK;F
201912;21880;PROFESIONAL INDEPENDIENTE;1;31;BCP;M
201912;21881;DEPENDIENTE;4;56;FINANCIERO;M
201912;21882;INFORMAL;2;28;FALABELLA;F
